Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
7211.2,WOITKENSDORP,"Sluis, Pieter",800,"",1739,Zeeland,Zeeland,24-10-1744,Batavia,01-02-1745,16-04-1745,02-09-1745,Rammekens,Zeeland,"Aboard the WOITKENSDORP was Johan Albert Sichterman, admiraal of the return fleet. From 27-01 till 01-02-1745 the ship was at anchor off Robben Island.","{""Seafarers""=>{""I""=>108, ""II""=>4, ""III""=>13, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7212.1,GERECHTIGHEID,"Beer, Meindert de",850,"",1742,Enkhuizen,Enkhuizen,25-10-1744,Batavia,01-02-1745,16-04-1745,08-08-1745,Texel,Enkhuizen,From 27-01 till 01-02-1745 the GERECHTIGHEID was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>78, ""II""=>4, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7213.1,AKERENDAM,"Pieman, Paulus",1150,"",1743,Amsterdam,Amsterdam,05-11-1744,Batavia,01-02-1745,16-04-1745,26-08-1745,Texel,Amsterdam,From 30-01 till 01-02-1745 the AKERENDAM was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>104, ""II""=>4, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7214.3,OUWERKERK,"Stevens, Kornelis",540,"",1738,Zeeland,Amsterdam,05-11-1744,Batavia,06-02-1745,16-04-1745,24-08-1745,Texel,Amsterdam,From 03 till 06-02-1745 the OUWERKERK was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>76, ""II""=>3, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7215.3,BEUKESTIJN,"Jongma, Nikolaas",850,"",1734,Amsterdam,Amsterdam,29-11-1744,Ceylon,06-02-1745,16-04-1745,24-08-1745,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>90, ""II""=>1, ""III""=>6, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7216.4,KERKWIJK,"Son, Michiel van",850,"",1733,Amsterdam,Amsterdam,15-01-1745,Ceylon,02-04-1745,16-04-1745,26-08-1745,Texel,Amsterdam Zeeland,"The 110 men aboard the KERKWIJK included 5 impotenten. The KERKWIJK was to make two other voyages; during its fifth voyage 'the ship was called HUIS TE RENSBURG (see 3373/7283), during the last voyage (3424) its name was DUINENBURG.","{""Total""=>{""I""=>110, ""II""=>3, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7217.6,KNAPPENHOF,"Schutte, Herman",650,"",1731,Amsterdam,Amsterdam,15-01-1745,Ceylon,29-03-1745,16-04-1745,26-08-1745,Texel,Amsterdam Delft Rotterdam Enkhuizen Hoorn,The 86 men aboard the KNAPPENHOF included 5 impotenten.,"{""Total""=>{""I""=>86, ""II""=>1, ""III""=>6, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7218.5,NIEUW WALCHEREN,"Ewijk, Nikolaas van",850,"",1731,Zeeland,Zeeland,15-01-1745,Ceylon,19-03-1745,16-04-1745,25-08-1745,Goeree,Zeeland,Arrival of the NIEUW WALCHEREN at the Rammekens: 14-09-1745.,"{""Total""=>{""I""=>116, ""II""=>1, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7219.3,BATAVIER,"Breems, Marten den",525,"",1735,"",Enkhuizen,17-01-1745,Batavia,02-06-1745,24-06-1745,20-10-1745,Texel,Enkhuizen Amsterdam Hoorn,The 58 persons aboard the BATAVIER included 7 passengers. The ship did not call at the Cape but at False Bay.,"{""Total""=>{""I""=>58, ""II""=>13, ""III""=>11, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7220.1,HOOP,"Schutterop, Jan van (died)",850,"",1742,Delft,Amsterdam,17-01-1745,Batavia,15-06-1745,24-06-1745,18-10-1745,Texel,Amsterdam,During the voyage Jan van Schutterop died; Leendert de Bruin succeeded him as master. The HOOP did not call at the Cape but at False Bay.,"{""Seafarers""=>{""I""=>83, ""II""=>18, ""III""=>11, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7221.1,STANDVASTIGHEID,"Wijs, Willem de",850,"",1743,Rotterdam,Amsterdam,01-02-1745,Bengal,08-05-1745,19-05-1745,11-09-1745,Texel,Amsterdam,"","{""Total""=>{""I""=>91, ""II""=>0, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7222.4,VLISSINGEN,"Tiebout, Huibert",650,"",1732,Zeeland,Zeeland,01-02-1745,Bengal,11-05-1745,23-06-1745,22-10-1745,Rammekens,Zeeland,The VLISSINGEN did not call at the Cape but at False Bay.,"{""Total""=>{""I""=>78, ""II""=>1, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7223.2,BOSBEEK,"Siewertsz., Laurens",650,"",1741,Amsterdam,Delft,02-02-1745,China,no call,"",09-09-1745,Goeree,Delft Rotterdam,"",{}
7224.1,OVERNES,"Ruyter, Hendrik de",1150,"",1742,Amsterdam,Amsterdam,02-02-1745,China,02-06-1745,23-06-1745,20-10-1745,Texel,Amsterdam,The OVERNES did not call at the Cape but at False Bay.,"{""Total""=>{""I""=>83, ""II""=>6, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7225.2,HEUVEL,"",650,"",1740,Amsterdam,Zeeland,02-03-1745,Batavia,"","","","",Zeeland,Missing between Batavia and the Cape.,{}
7226.1,OPLETTENDHEID,"Bommer, Hendrik",850,"","","",Amsterdam,12-03-1745,Batavia,15-06-1745,24-07-1745,21-10-1745,Texel,Amsterdam,"The OPLETTENDHEID did not call at the Cape but at False Bay. Originally the OPLETTENDHEID was a French ship, called JASON; it was captured by the English (05-02-1745), brought to Batavia (13-02), and sold to the Dutch (16-02).","{""Total""=>{""I""=>90, ""II""=>2, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7227.1,TOEVALLIGHEID,"",850,"","","",Amsterdam,12-03-1745,Batavia,no call,"",11-10-1745,Texel,Amsterdam,"As the OPLETTENDHEID (7226) the TOEVALLIGHEID originally was a French ship, called HERCULES; it was captured by the English (05-02-1745), brought to Batavia (13-02), and sold to the Dutch (16-02).",{}
7228.6,HOGERSMILDE,"Dam, Otto van",850,"",1723,Hoorn,Amsterdam,25-10-1745,Batavia,21-01-1746,25-03-1746,23-07-1746,Texel,Amsterdam,"This was the sixth voyage (/7228) of this ship, which during its first four voyages was called WAPEN VAN HOORN (numbers of the fourth voyage: 3109/7070). Commandeur of the return fleet was Jan de Wit, master of the LEIDEN (7229).","{""Seafarers""=>{""I""=>65, ""II""=>7, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7229.1,LEIDEN,"Wit, Jan de",1150,"",1744,Amsterdam,Amsterdam,25-10-1745,Batavia,01-01-1746,25-03-1746,23-07-1746,Texel,Amsterdam,Jan de Wit was commandeur of the return fleet.,"{""Seafarers""=>{""I""=>104, ""II""=>4, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7230.2,REIGERSDAAL,"Hoen, Willem 't",850,"",1738,Amsterdam,Amsterdam,25-10-1745,Batavia,31-12-1745,25-03-1746,19-07-1746,Texel,Amsterdam,On 30-12-1745 the REIGERSDAAL arrived at Robben Island. See also 3334 and 3336.,"{""Seafarers""=>{""I""=>87, ""II""=>4, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7231.1,SPANDERSWOUD,"Meurs, Wijnand",850,"",1744,Amsterdam,Zeeland,25-10-1745,Batavia,04-01-1746,25-03-1746,25-07-1746,Rammekens,Zeeland,"","{""Seafarers""=>{""I""=>81, ""II""=>3, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7232.1,BROUWER,"Vos, Gerrit Reyndertsz.",850,"",1743,Hoorn,Hoorn,11-11-1745,Batavia,31-01-1746,25-03-1746,15-07-1746,Texel,Hoorn Amsterdam Delft,From 26 till 31-01-1746 the BROUWER was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>82, ""II""=>6, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7233.1,DUINHOF,"Laurens, Jakob",850,"",1743,Amsterdam,Amsterdam,13-11-1745,Batavia,17-01-1746,25-03-1746,25-07-1746,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>94, ""II""=>7, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7234.1,HUIS TE PERSIJN,"Schouten, Frederik",850,"",1743,Rotterdam,Enkhuizen,13-11-1745,Batavia,21-01-1746,25-03-1746,19-07-1746,Texel,Enkhuizen Amsterdam Rotterdam,"","{""Seafarers""=>{""I""=>74, ""II""=>2, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7235.1,VOORZICHTIGHEID,"Schilde, Dirk van der",850,"",1744,Delft,Delft,29-12-1745,Batavia,07-05-1746,15-05-1746,21-08-1746,Goeree,Delft Amsterdam,"","{""Seafarers""=>{""I""=>64, ""II""=>7, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7236.2,ZAAMSLAG,"Brand, Johannes",900,"",1741,Zeeland,Zeeland,07-01-1746,China,02-05-1746,15-05-1746,21-08-1746,Rammekens,Zeeland,"","{""Total""=>{""I""=>88, ""II""=>0, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7237.1,ZUIDERBURG,"Taal, Hendrik",1150,"",1743,Amsterdam,Amsterdam,07-01-1746,China,02-05-1746,15-05-1746,19-08-1746,Texel,Amsterdam,"","{""Total""=>{""I""=>107, ""II""=>8, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7238.4,NIEUWLAND,"Zee, Jan de",850,"",1733,Zeeland,Zeeland,10-01-1746,Batavia,"","","","",Zeeland Amsterdam,Missing between Batavia and the Cape.,"{""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7239.1,DIEMEN,"Heyden, Willem van der",850,"",1743,Amsterdam,Amsterdam,13-01-1746,Bengal,27-03-1746,19-04-1746,15-08-1746,Texel,Amsterdam,"","{""Total""=>{""I""=>90, ""II""=>3, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7240.3,HUIS TER DUINE,"Quast, Dirk",550,"",1739,Zeeland,Rotterdam,13-01-1746,Bengal,27-03-1746,19-04-1746,19-07-1746,Goeree,Rotterdam,"","{""Total""=>{""I""=>91, ""II""=>0, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7241.2,DOMBURG,"Verhagen, Jan",850,"",1740,Zeeland,Amsterdam,19-01-1746,Ceylon,24-03-1746,19-04-1746,15-08-1746,Texel,Amsterdam Zeeland,The 13 passengers were condemned persons.,"{""Seafarers""=>{""I""=>95, ""II""=>4, ""III""=>18, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>28, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7242.4,SCHELLAG,"Zwanenburg, Kornelis van",850,"",1736,Zeeland,Zeeland,19-01-1746,Ceylon,26-03-1746,19-04-1746,12-08-1746,Rammekens,Zeeland,The 13 passengers included 11 condemned persons.,"{""Seafarers""=>{""I""=>89, ""II""=>3, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>26, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7243.3,WELTEVREDEN,"Vrucht, Willem",850,"",1740,Amsterdam,Amsterdam,19-01-1746,Ceylon,24-03-1746,19-04-1746,15-08-1746,Texel,Amsterdam,The 10 passengers were condemned persons.,"{""Seafarers""=>{""I""=>89, ""II""=>4, ""III""=>18, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>28, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7244.1,KLEVERSKERKE,"Zwart, Abraham",850,"",1742,Zeeland,Amsterdam,12-03-1746,Batavia,28-06-1746,15-07-1746,05-11-1746,Texel,Amsterdam Zeeland Rotterdam Enkhuizen Hoorn Delft,The 111 men aboard the KLEVERSKERKE included 20 passengers. The ship did not call at the Cape but at False Bay.,"{""Total""=>{""I""=>111, ""II""=>3, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7245.2,FORTUIN,"Took, Dirk",600,"",1741,Amsterdam,Amsterdam,08-10-1746,Batavia,28-12-1746,17-01-1747,17-06-1747,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>70, ""II""=>5, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7246.1,EINDHOEF,"Klump, Willem",850,"",1745,Amsterdam,Amsterdam,23-10-1746,Batavia,08-01-1747,15-03-1747,18-07-1747,Texel,Amsterdam,From 06 till 08-01-1747 the EINDHOEF was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>59, ""II""=>3, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7247.1,HUIGENWAARD,"Verdoes, Bastiaan",850,"",1742,Hoorn,Amsterdam,28-10-1746,Batavia,08-01-1747,15-03-1747,18-07-1747,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>9, ""II""=>3, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7248.6,RUST EN WERK,"Verduin, Dirk",650,"",1734,Delft,Delft,21-11-1746,Batavia,13-02-1747,20-03-1747,07-07-1747,Goeree,Delft,From 06 till 13-02-1747 the RUST EN WERK was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>79, ""II""=>4, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7249.1,SLOT VAN KAPELLE,"Jellesz., Pieter",1150,"",1744,Amsterdam,Amsterdam,25-11-1746,Batavia,28-02-1747,15-03-1747,18-07-1747,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>85, ""II""=>4, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7250.3,TOLSDUIN,"Jong, Jan de",850,"",1741,Amsterdam,Amsterdam,25-11-1746,Batavia,13-02-1747,15-03-1747,18-07-1747,Texel,Amsterdam,From 05 till 13-02-1747 the TOLSDUIN was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>90, ""II""=>3, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7251.2,EENDRACHT,"Tiede, Jan Christoffel",1150,"",1742,Amsterdam,Amsterdam,02-12-1746,Mocha,13-02-1747,15-03-1747,18-07-1747,Texel,Amsterdam Zeeland,Probably the ship sailed via Ceylon to the Cape and Patria. The 5 passengers were condemned persons.,"{""Seafarers""=>{""I""=>99, ""II""=>1, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7252.1,ZEELANDIA,"Marreeuw, Willem",1150,"",1744,Zeeland,Zeeland,19-12-1746,Batavia,04-02-1747,15-03-1747,19-07-1747,Rammekens,Zeeland,"","{""Seafarers""=>{""I""=>100, ""II""=>3, ""III""=>13, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
