Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
7704.4,BARBARA THEODORA,"Aldertsz., Aldert",1150,"",1750,Zeeland,Zeeland,20-11-1765,Ceylon,06-02-1766,01-03-1766,14-06-1766,Rammekens,Zeeland,"Crew at the Cape: 126. 3863/7704 was the fourth voyage of this ship, which during its three preceding voyages was called TORENVLIET (3783/7616).","{""Total""=>{""I""=>"""", ""II""=>2, ""III""=>17, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7705.4,BLIJDORP,"Hakker, Marten",880,"",1754,Rotterdam,Zeeland,31-12-1765,Batavia,26-03-1766,16-04-1766,15-07-1766,Rammekens,Zeeland,"The eight passengers included two condemned persons and two slaves, (one male and one female).","{""Soldiers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7706.2,SCHOONZICHT,"Oudshoorn, Volkert Groeneweg van",880,"",1758,Rotterdam,Amsterdam,31-12-1765,Batavia,27-03-1766,16-04-1766,15-07-1766,Texel,Amsterdam Rotterdam Delft Hoorn Enkhuizen,The three passengers were condemned persons.,"{""Soldiers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7708.1,VREDENHOF,"Braam, Willem van",1150,"",1763,Amsterdam,Amsterdam,05-01-1766,China,11-04-1766,21-04-1766,15-07-1766,Texel,Amsterdam,"","{""Total""=>{""I""=>775, ""II""=>1, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7710.1,WALENBURG,"Vries, Erasmus de",880,"",1764,Rotterdam,Rotterdam,09-01-1766,China,17-04-1766,28-04-1766,26-06-1766,Goeree,Rotterdam,"","{""Total""=>{""I""=>705, ""II""=>3, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7712.4,SCHAGEN,"Ariensz., Klaas",880,"",1753,Hoorn,Hoorn,17-01-1766,Bengal,19-04-1766,04-05-1766,04-08-1766,Texel,Hoorn Enkhuizen,"","{""Total""=>{""I""=>110, ""II""=>4, ""III""=>9, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7714.2,LEIMUIDEN,"Jong, Anthonie de",1150,"",1755,Amsterdam,Amsterdam,02-02-1766,Ceylon,19-04-1766,04-05-1766,04-08-1766,Texel,Amsterdam,"","{""Total""=>{""I""=>143, ""II""=>10, ""III""=>32, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7716.1,ENKHUIZEN,"Vries, Jakob de",880,"",1760,Enkhuizen,Enkhuizen,26-10-1766,Batavia,14-12-1766,07-01-1767,08-05-1767,Texel,Enkhuizen,"The ENKHUIZEN carried, among other things, tea with a value of f 277,778.","{""Seafarers""=>{""I""=>89, ""II""=>5, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7717.2,KRONENBURG,"Vogelaar, Jan Hendrik",1100,"",1757,Amsterdam,Amsterdam,07-11-1766,Batavia,18-01-1767,11-02-1767,26-05-1767,Texel,Amsterdam,"Aboard the KRONENBURG was Christiaan Blom, commandeur of the return fleet.","{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7718.1,ZILVEREN LEEUW,"Harmeyer, Gerrit",880,"",1765,Delft,Rotterdam,07-11-1766,Batavia,18-01-1767,11-02-1767,24-05-1767,Goeree,Rotterdam,The 8 passengers included one female slave.,"{""Soldiers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7719.6,NOORD NIEUWLAND,"Hart, Jakob 't",880,"",1749,Rotterdam,Hoorn,07-11-1766,Batavia,25-01-1767,11-02-1767,25-05-1767,Texel,Hoorn,The 5 passengers included one condemned person.,"{""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7720.4,VELSEN,"Tieding, Hendrik Andries",1100,"",1756,Amsterdam,Amsterdam,07-11-1766,Batavia,12-01-1767,02-03-1767,20-06-1767,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7721.1,VREEBURG,"Ewijk, Frans van",850,"",1764,Delft,Delft,07-11-1766,Batavia,23-01-1767,11-02-1767,24-05-1767,Goeree,Delft,The 5 passengers included one condemned person.,"{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7722.4,WALCHEREN,"Waal, Gerrit de",1150,"",1754,Zeeland,Zeeland,07-11-1766,Batavia,14-01-1767,11-02-1767,24-05-1767,Rammekens,Zeeland,"","{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7724.4,ORANJEZAAL,"Kelger, Frederik",880,"",1750,Enkhuizen,Amsterdam,16-11-1766,Bengal,27-01-1767,02-03-1767,20-06-1767,Texel,Amsterdam,"","{""Total""=>{""I""=>108, ""II""=>1, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7726.1,JONGE SAMUEL,"Boom, Johannes van",880,"",1761,Zeeland,Zeeland,16-11-1766,Bengal,01-02-1767,02-03-1767,20-06-1767,Rammekens,Zeeland,"","{""Total""=>{""I""=>103, ""II""=>1, ""III""=>6, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7728.1,JONGE THOMAS,"Wiebe, Jakob",1150,"",1764,Amsterdam,Amsterdam,03-12-1766,China,no call,"",29-06-1767,Texel,Amsterdam,"",{}
7730.3,JONGE LIEVE,"Haard, Hendrik de",1150,"",1759,Amsterdam,Amsterdam,02-01-1767,China,02-04-1767,09-04-1767,10-07-1767,Texel,Amsterdam,"","{""Total""=>{""I""=>116, ""II""=>1, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7731.2,'S LANDS WELVAREN,"",880,"",1762,Amsterdam,Amsterdam,15-01-1767,Batavia,no call,"",28-07-1767,Texel,Amsterdam Rotterdam Delft Hoorn Enkhuizen,One passenger was a condemned person.,"{""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7733.5,VREDESTEIN,"Dodendorp, Jochem Hendrik",880,"",1750,Rotterdam,Rotterdam,20-01-1767,Bengal,no call,"",03-07-1767,Goeree,Rotterdam Delft,"",{}
7735.5,SNOEK,"Hendriksz., Johan",880,"",1750,Zeeland,Zeeland,04-02-1767,Ceylon,no call,"",28-07-1767,Rammekens,Zeeland,The passenger was a condemned person.,"{""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7737.2,WESTERVELD,"Rentergem, Lieve van",1100,"",1761,Amsterdam,Amsterdam,05-02-1767,Ceylon,no call,"",24-07-1767,Texel,Amsterdam,"",{}
7739.2,WESTFRIESLAND,"Pietersen, Kornelis",880,"",1761,Hoorn,Hoorn,22-10-1767,Batavia,21-12-1767,12-01-1768,15-04-1768,Texel,Hoorn,The 6 passengers included 2 condemned persons.,"{""Seafarers""=>{""I""=>100, ""II""=>3, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7740.2,HUIS TE BIJWEG,"Fransz., Arie",1100,"",1760,Amsterdam,Amsterdam,06-11-1767,Batavia,02-01-1768,02-02-1768,20-05-1768,Texel,Amsterdam,"The 11 passengers included 2 slaves. Commandeur of the return fleet was Jan van Eysden, master of the DUINENBURG (7741).","{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7741.4,DUINENBURG,"Eysden, Jan van",1100,"",1757,Zeeland,Zeeland,06-11-1767,Batavia,06-01-1768,02-02-1768,19-05-1768,Rammekens,Zeeland,"The master of the DUINENBURG, Jan van Eysden, was commandeur of the return fleet.","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7742.3,LEKKERLUST,"Hulleman, Bernard",880,"",1755,Hoorn,Rotterdam,06-11-1767,Batavia,02-01-1768,02-02-1768,18-05-1768,Goeree,Rotterdam,"","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7743.6,LYCOCHTON,"Meyer, Jan Balthus",880,"",1749,Enkhuizen,Amsterdam,06-11-1767,Batavia,02-01-1768,02-02-1768,19-05-1768,Texel,Amsterdam,The 10 passengers included one condemned person.,"{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7744.1,RITTHEM,"Frein, Jacob de",880,"",1764,Zeeland,Delft,06-11-1767,Batavia,24-01-1768,05-03-1768,10-06-1768,Goeree,Delft,"","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7745.4,WELGELEGEN,"Hartman, Josua",880,"",1753,Enkhuizen,Enkhuizen,06-11-1767,Batavia,19-01-1768,05-03-1768,11-06-1768,Texel,Enkhuizen,"","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7746.1,COMPAGNIES WELVAREN,"Willemse, Arend",1150,"",1764,Amsterdam,Amsterdam,06-11-1767,Batavia,03-01-1768,02-02-1768,30-05-1768,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7747.1,OUDERAMSTEL,"Mooy, Marten Pietersz.",1100,"",1765,Zeeland,Amsterdam,11-11-1767,Batavia,09-01-1768,05-03-1768,11-06-1768,Texel,Amsterdam Hoorn,"The 6 passengers included one condemned person. The OUDERAMSTEL carried, among other things, tea, destined for the chamber Amsterdam; value: f 103,944. 3981/7747 was the first voyage of this ship, which during the outward voyage was called AZIË.","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7749.3,VROUWE GEERTRUIDA,"Kerke, Michiel Hendrik",1100,"",1757,Amsterdam,Amsterdam,19-11-1767,Ceylon,19-01-1768,05-03-1768,11-06-1768,Texel,Amsterdam,"","{""Total""=>{""I""=>150, ""II""=>1, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7751.1,GANZENHOEF,"Fierman, Thijs",880,"",1765,Amsterdam,Amsterdam,23-11-1767,China,16-02-1768,05-03-1768,16-06-1768,Texel,Amsterdam,"","{""Total""=>{""I""=>121, ""II""=>0, ""III""=>6, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7753.1,GEINWENS,"Kuiper, Kornelis",1100,"",1765,Amsterdam,Zeeland,03-01-1768,China,no call,"",02-07-1768,Rammekens,"","",{}
7755.1,VROUWE ANTHOINETTA KOENRARDINA,"Leeuwen, Abraham van",880,"",1765,Delft,Enkhuizen,19-01-1768,Bengal,no call,"",07-07-1768,Texel,Enkhuizen Hoorn,"",{}
7756.3,AZIË,"Lehman, Michiel Godfried",1100,"",1758,Amsterdam,Amsterdam,19-01-1768,Batavia,"","","","",Amsterdam Rotterdam Delft Hoorn Enkhuizen,"The 2 passengers were condemned persons. On 23-04-1768 the AZIË arrived at Bourbon, an island near Mauritius; it was laid up there because of irreparability. 3912/7756 was the third and last voyage of this ship, which during its first two voyages and the third outward voyage was called OUDERAMSTEL.","{""Soldiers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7758.2,BURCH,"Rust, Barend",1150,"",1760,Zeeland,Zeeland,25-01-1768,Batavia,no call,"",25-08-1768,Rammekens,Zeeland,The 5 passengers included 2 condemned persons.,"{""Soldiers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7760.4,VROUWE PETRONELLA MARIA,"Helmstrom, Laurens",1100,"",1755,Amsterdam,Amsterdam,02-02-1768,Ceylon,no call,"",27-07-1768,Texel,Amsterdam Hoorn Enkhuizen,"",{}
7762.4,BLEISWIJK,"Willemse, Hendrik",880,"",1756,Delft,Amsterdam,16-05-1768,Batavia,no call,"",04-11-1768,Texel,Amsterdam,The 4 passengers were condemned persons.,"{""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7764.2,BARTHA PETRONELLA,"Brouwer, Kornelis",880,"",1764,Hoorn,Hoorn,06-11-1768,Batavia,07-02-1769,01-03-1769,02-06-1769,Texel,Hoorn,"The 3 passengers included one condemned person. Commandeur of the return fleet was Dirk Wagtels, master of the BORSSELE (7766).","{""Seafarers""=>{""I""=>99, ""II""=>12, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7765.5,BLIJDORP,"Thomassen, Lodewijk",880,"",1754,Rotterdam,Zeeland,06-11-1768,Batavia,02-02-1769,03-04-1769,18-07-1769,Rammekens,Zeeland,The 7 passengers included 3 slaves.,"{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7766.2,BORSSELE,"Wagtels, Dirk",1150,"",1758,Zeeland,Zeeland,06-11-1768,Batavia,09-01-1769,07-02-1769,10-05-1769,Rammekens,Zeeland,"The master of the BORSSELE, Dirk Wagtels, was commandeur of the return fleet.","{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7767.1,BOVENKERKER POLDER,"Kelger, Frederik",850,"",1765,Amsterdam,Amsterdam,06-11-1768,Batavia,17-01-1769,07-02-1769,11-05-1769,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7768.1,DUIVENBRUG,"Vries, Jakob de",850,"",1766,Enkhuizen,Enkhuizen,06-11-1768,Batavia,14-01-1769,07-02-1769,12-05-1769,Texel,Enkhuizen,The 4 passengers included one condemned person.,"{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7769.4,ERFPRINS,"Barber, Abel",880,"",1754,Delft,Delft,06-11-1768,Batavia,09-01-1769,07-02-1769,10-05-1769,Goeree,Delft,"The 6 passengers included one female slave and one condemned person. 3985/7769 was the fourth voyage of this ship, which during the preceding three voyages was called 's-GRAVENZANDE (3869/7695).","{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7770.1,LANDSKROON,"Leertouwer, Anthonie",1150,"",1764,Amsterdam,Amsterdam,06-11-1768,Batavia,02-02-1769,03-04-1769,17-07-1769,Texel,Amsterdam,The 9 passengers included 6 condemned persons.,"{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7771.1,RIDDERKERK,"Hakker, Marten",850,"",1766,Rotterdam,Amsterdam,06-11-1768,Batavia,17-01-1769,07-02-1769,12-05-1769,Texel,Amsterdam,The 10 passengers included 6 condemned persons.,"{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7772.2,JONGE SAMUEL,"Hart, Jakob 't",880,"",1761,Zeeland,Amsterdam,06-11-1768,Batavia,18-01-1769,07-02-1769,11-05-1769,Texel,Amsterdam,The 7 passengers included 6 condemned persons.,"{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7773.1,VELDHOEN,"Fruit, Pieter",1150,"",1765,Amsterdam,Amsterdam,06-11-1768,Batavia,31-01-1769,01-03-1769,02-06-1769,Texel,Amsterdam,The 11 passengers included 6 condemned persons.,"{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7774.2,WALENBURG,"Booms, Steven",880,"",1764,Rotterdam,Amsterdam,06-11-1768,Batavia,02-02-1769,03-04-1769,18-07-1769,Texel,Amsterdam,The 7 passengers included 6 condemned persons.,"{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7776.2,NIEUW RHOON,"Hendriksz., Jan",1150,"",1764,Zeeland,Zeeland,22-11-1768,Ceylon,07-02-1769,01-03-1769,02-06-1769,Rammekens,Zeeland,"","{""Total""=>{""I""=>136, ""II""=>0, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7778.4,VLISSINGEN,"Brattem, Kornelis van",880,"",1753,Zeeland,Zeeland,25-11-1768,Bengal,07-02-1769,01-03-1769,02-06-1769,Rammekens,Zeeland,"","{""Total""=>{""I""=>105, ""II""=>2, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7780.1,WOESTDUIN,"Och, Jan",1150,"",1767,Amsterdam,Zeeland,30-11-1768,China,08-03-1769,03-04-1769,18-07-1769,Rammekens,Zeeland,"","{""Total""=>{""I""=>112, ""II""=>1, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
77824.,WILLEM DE VIJFDE,"Canvas, Jan",1150,"",1765,Zeeland,Amsterdam,26-12-1768,China,03-04-1769,15-05-1769,22-07-1769,Texel,Amsterdam,"","{""Total""=>{""I""=>109, ""II""=>2, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
